step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.233853626147454,0,0.0,0.972734596344829,0,0.0,0.9750168925186959,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9754970113539915,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9759862878006285,0,0.0,0.9720517838156975,0,0.0,0.9720095138581355,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9748658454127124,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.996024045263376,0,0.0,0.9593216967473123,0,0.0,0.9627965978286397,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9616581517207362,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.962775929936482,0,0.0,0.9562983641630671,0,0.0,0.9598983081640454,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9272773374980515,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.944612783727127,0,0.0,0.8092540183732438,0,0.0,0.9314920809835789,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9546806577999072,0,0.0,0.9637666411225461,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6349056392220822,0,0.0,0.9734365789747224,0,0.0,0.9529538993892791,0,0.0,0.9454279305278939,0,0.0,1.0,0,0.0,0.93137151381162,0,0.0,0.9436015901293086,0,0.0,0.8261628760184758,0,0.0
20.0,5,17.0,0.30357142857142855,10.945297070987163,2,6.0,0.6169132279221563,0,0.0,0.9532759552406238,0,0.0,1.0,0,0.0,1.0,0,0.0,0.948359429934753,0,0.0,0.9372485379565209,0,0.0,1.0,0,0.0,1.0,2,9.0,0.469763144490582,1,2.0,0.6401203098242493,0,0.0,0.9746965864569406,0,0.0,0.9405322090684187,0,0.0,1.0,0,0.0,0.8117993446374384,0,0.0,0.9777729536456574,0,0.0,0.9410616537726374,5,17.0
25.0,0,0.0,0.0,10.345365426366657,0,5.0,0.7768868385226851,0,0.0,0.9611823099702947,0,0.0,1.0,0,0.0,0.6888180519723988,0,0.0,0.7927790334399576,0,0.0,0.6581954489988069,0,0.0,1.0,0,0.0,1.0,0,4.0,0.5659661672095154,0,1.0,0.7165285431538914,0,4.0,0.6048101286318726,0,0.0,0.9485974484410343,0,4.0,0.4292992753219915,0,0.0,0.5010133095494753,0,0.0,0.781592666509644,0,0.0,0.7922662269667823,0,18.0
30.0,11,28.0,0.35,9.122090656689059,1,2.0,0.6324627362085742,0,0.0,0.7043646772400133,0,0.0,1.0,0,0.0,0.9297886073312498,2,3.0,0.47026972819628443,2,5.0,0.31325196236967967,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9295120299995778,0,0.0,0.9511543069066236,3,14.0,0.6124792081481515,0,0.0,0.382370303061527,0,4.0,0.8612069555511406,0,2.0,0.8977375475854746,1,5.0,0.5515941306681903,2,3.0,0.5463505015111164,11,38.0
35.0,11,42.0,0.4375,8.592632521700226,1,4.0,0.573844250105855,3,13.0,0.5119498750876145,0,0.0,1.0,0,0.0,0.2694644048190388,0,2.0,0.5926145828369945,0,5.0,0.48878524834230486,0,4.0,0.44011321950357024,0,0.0,1.0,0,0.0,0.7223308903916534,1,1.0,0.7251348629569467,0,12.0,0.7538176275900556,3,16.0,0.40792088318736935,0,4.0,0.9040320636414002,0,2.0,0.9148319863497753,0,3.0,0.5841422168559435,3,20.0,0.3795295673605551,11,86.0
40.0,23,118.0,1.0535714285714286,8.470204683727403,4,17.0,0.6066706530991945,0,6.0,0.7269085754765864,0,0.0,1.0,1,4.0,6.050306746169195e-05,0,0.0,0.9498867993086243,0,4.0,0.8840143358414415,0,4.0,0.9436461447622178,0,0.0,1.0,3,11.0,0.6186385069845305,2,9.0,0.5120958157145737,1,6.0,0.518652340153941,3,35.0,0.548575337594459,3,10.0,0.07462968558174497,2,6.0,0.2421519263138411,0,0.0,0.9710963625120997,4,40.0,0.5908071694813679,23,152.0
45.0,15,136.0,1.1333333333333333,8.268294618225267,0,12.0,0.5522571782235459,0,2.0,0.9124614441825717,0,0.0,1.0,0,2.0,0.47144243449658024,0,0.0,0.9448916944249587,0,4.0,0.923198356670925,0,4.0,0.9065248537304987,0,2.0,0.3776670235082055,2,11.0,0.3783851638150778,0,2.0,0.6317097949256473,0,9.0,0.43324437734956667,3,50.0,0.699681469774537,6,36.0,1.3442534973923077e-05,0,12.0,0.2299429033873202,0,2.0,0.6682051904279174,4,60.0,0.5357102072811081,15,208.0
50.0,28,172.0,1.2647058823529411,7.864550023508648,2,7.0,0.6688181174511301,2,5.0,0.5595028259714222,0,4.0,0.4334471988405509,0,4.0,0.8774192155215382,1,1.0,0.7713243779727907,0,4.0,0.2728494954502616,2,8.0,0.035370575872510246,0,2.0,0.9670922662808991,3,18.0,0.5467594808284653,0,0.0,0.9150187445641318,3,12.0,0.6362606998658294,6,65.0,0.4767154396274246,6,70.0,0.440805605741098,0,4.0,0.8568486914816869,2,11.0,0.6642684990693918,1,36.0,0.1328796311019044,28,251.0
